id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,points_gain,prize_money,draw,custom_title,alt_titles,tour_total_games,tour_total_matches,tour_avg_games,tour_sets_played,tour_avg_sets_played,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,win_loss_numeric,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score,entry_type,wild_card_entry
4,Miami Open Presented By Itaú,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0f2d5a2-cc05-4b2a-8377-f57edf6eaaa2/WTA-Tournament_Miami-2024.png?height=128,https://www.wtatennis.com/tournaments/miami-open,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-17,2026-03-29,2026,3,Miami,,FL,US,USA,840,019,,America,Northern America,USA,,120.0,105720.0,128M/48Q/32D,Miami Open Presented By Itaú,,77,3,25.666666666666668,8,2.6666666666666665,,,,R128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Bnp Paribas Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/a1736320-dd92-4829-8aa8-846c2edef410/WTA-Tournament_Indian-Wells-2017.png?height=128,https://www.wtatennis.com/tournaments/indian-wells,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-04,2026-03-15,2026,3,Indian Wells,CZE,CA,US,USA,840,019,,America,Northern America,USA,44.0,65.0,47375.0,128M/48Q/32D,Bnp Paribas Open,,44,2,22.0,5,2.5,Katerina Siniakova,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,R32,L,"6-4, 6-7 (5), 3-6",https://www.wtatennis.com/players/320301/katerina-siniakova,False,False,False,False,True,False,True,3,True,32,15,17,0,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,4,None|6,7,5|3,6,None",,
2,Bnp Paribas Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/a1736320-dd92-4829-8aa8-846c2edef410/WTA-Tournament_Indian-Wells-2017.png?height=128,https://www.wtatennis.com/tournaments/indian-wells,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-04,2026-03-15,2026,3,Indian Wells,ARG,CA,US,USA,840,019,,America,Northern America,USA,65.0,65.0,47375.0,128M/48Q/32D,Bnp Paribas Open,,44,2,22.0,5,2.5,Solana Sierra,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/arg.svg,R64,W,"6-0, 6-0",https://www.wtatennis.com/players/329081/solana-sierra,False,False,False,False,False,False,False,2,True,12,12,0,1,AR,ARG,032,019,America,Southern South America,ARG,"6,0,None|6,0,None",,
3,Bnp Paribas Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/a1736320-dd92-4829-8aa8-846c2edef410/WTA-Tournament_Indian-Wells-2017.png?height=128,https://www.wtatennis.com/tournaments/indian-wells,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-03-04,2026-03-15,2026,3,Indian Wells,,CA,US,USA,840,019,,America,Northern America,USA,,65.0,47375.0,128M/48Q/32D,Bnp Paribas Open,,44,2,22.0,5,2.5,,,,R128,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/dubai,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-15,2026-02-21,2026,2,Dubai,USA,,AE,ARE,784,142,United States of America|America|USA|US,Asia,Western Asia,UAE,6.0,215.0,98500.0,64M/32Q/32D,Dubai Duty Free Tennis Championships,,54,2,27.0,5,2.5,Amanda Anisimova,2.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/usa.svg,QF,L,"6-2, 5-7, 6-7 (4)",https://www.wtatennis.com/players/326384/amanda-anisimova,False,False,False,False,False,True,True,3,True,33,17,16,0,US,USA,840,019,America,Northern America,USA,"6,2,None|5,7,None|6,7,4",,
2,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/dubai,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-15,2026-02-21,2026,2,Dubai,ROU,,AE,ARE,784,142,,Asia,Western Asia,UAE,39.0,215.0,98500.0,64M/32Q/32D,Dubai Duty Free Tennis Championships,,54,2,27.0,5,2.5,Jaqueline  Cristian,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,R16,W,"7-5, 6-3",https://www.wtatennis.com/players/320319/jaqueline-cristian,False,False,False,False,False,False,False,2,True,21,13,8,1,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"7,5,None|6,3,None",,
3,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/dubai,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-15,2026-02-21,2026,2,Dubai,AUS,,AE,ARE,784,142,,Asia,Western Asia,UAE,61.0,215.0,98500.0,64M/32Q/32D,Dubai Duty Free Tennis Championships,,54,2,27.0,5,2.5,Daria Kasatkina,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/aus.svg,R32,W,Walkover,https://www.wtatennis.com/players/322082/daria-kasatkina,False,True,False,False,False,False,False,0,False,0,0,0,0,AU,AUS,036,009,Oceania,Australasia,AUS,,,
4,Dubai Duty Free Tennis Championships,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2aee9d91-0756-4a92-b0bb-09b8d0dd8d76/WTA-Tournament_Dubai-2017.png?height=128,https://www.wtatennis.com/tournaments/dubai,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-15,2026-02-21,2026,2,Dubai,,,AE,ARE,784,142,,Asia,Western Asia,UAE,,215.0,98500.0,64M/32Q/32D,Dubai Duty Free Tennis Championships,,54,2,27.0,5,2.5,,,,R64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Qatar Totalenergies Open 2026,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/doha,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-08,2026-02-14,2026,2,Doha,CAN,,QA,QAT,634,142,,Asia,Western Asia,QAT,13.0,120.0,49250.0,64M/32Q/32D,Qatar Totalenergies Open 2026,,51,2,25.5,5,2.5,Victoria Mboko,10.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/can.svg,R16,L,"3-6, 6-3, 6-7 (5)",https://www.wtatennis.com/players/331006/victoria-mboko,False,False,False,False,False,True,True,3,False,31,15,16,0,CA,CAN,124,019,America,Northern America,CAN,"3,6,None|6,3,None|6,7,5",,
2,Qatar Totalenergies Open 2026,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/doha,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-08,2026-02-14,2026,2,Doha,POL,,QA,QAT,634,142,,Asia,Western Asia,QAT,47.0,120.0,49250.0,64M/32Q/32D,Qatar Totalenergies Open 2026,,51,2,25.5,5,2.5,Magda Linette,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/pol.svg,R32,W,"7-6 (0), 6-1",https://www.wtatennis.com/players/315130/magda-linette,False,False,False,True,False,False,True,2,True,20,13,7,1,PL,POL,616,150,Europe,Central Europe,POL,"7,6,0|6,1,None",,
3,Qatar Totalenergies Open 2026,https://photoresources.wtatennis.com/photo-resources/2026/04/16/c44d1d24-32ae-4ebe-b5e8-bd228bfb4fc8/1003_Doha_2026.png?height=128,https://www.wtatennis.com/tournaments/doha,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2026-02-08,2026-02-14,2026,2,Doha,,,QA,QAT,634,142,,Asia,Western Asia,QAT,,120.0,49250.0,64M/32Q/32D,Qatar Totalenergies Open 2026,,51,2,25.5,5,2.5,,,,R64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/australian-open,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-01-18,2026-02-01,2026,1,Melbourne,UKR,,AU,AUS,036,009,,Oceania,Australasia,AUS,12.0,240.0,310761.0,128M/128Q/64D,Australian Open,,78,4,19.5,9,2.25,Elina Svitolina,12.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ukr.svg,R16,L,"2-6, 4-6",https://www.wtatennis.com/players/316738/elina-svitolina,False,False,False,False,False,False,False,2,False,18,6,12,0,UA,UKR,804,150,Europe,Eastern Europe,UKR,"2,6,None|4,6,None",,
2,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/australian-open,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-01-18,2026-02-01,2026,1,Melbourne,ROU,,AU,AUS,036,009,,Oceania,Australasia,AUS,79.0,240.0,310761.0,128M/128Q/64D,Australian Open,,78,4,19.5,9,2.25,Elena-Gabriela Ruse,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rou.svg,R32,W,"6-3, 6-4",https://www.wtatennis.com/players/320408/elena-gabriela-ruse,False,False,False,False,False,False,False,2,True,19,12,7,1,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"6,3,None|6,4,None",,
3,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/australian-open,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-01-18,2026-02-01,2026,1,Melbourne,GRE,,AU,AUS,036,009,,Oceania,Australasia,AUS,53.0,240.0,310761.0,128M/128Q/64D,Australian Open,,78,4,19.5,9,2.25,Maria Sakkari,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/gre.svg,R64,W,"6-0, 6-4",https://www.wtatennis.com/players/318312/maria-sakkari,False,False,False,False,False,False,False,2,True,16,12,4,1,GR,GRC,300,150,Europe,Southeastern Europe,GRE,"6,0,None|6,4,None",,
4,Australian Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/6b041ce4-8b08-4fff-be75-89d1c452c157/WTA-Tournament_Australian-Open.png?height=128,https://www.wtatennis.com/tournaments/australian-open,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/gs-tag.svg,2026-01-18,2026-02-01,2026,1,Melbourne,CRO,,AU,AUS,036,009,,Oceania,Australasia,AUS,72.0,240.0,310761.0,128M/128Q/64D,Australian Open,,78,4,19.5,9,2.25,Donna Vekic,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cro.svg,R128,W,"4-6, 6-3, 6-0",https://www.wtatennis.com/players/318516/donna-vekic,False,False,False,False,False,False,False,3,False,25,16,9,1,HR,HRV,191,150,Europe,Southeastern Europe,CRO,"4,6,None|6,3,None|6,0,None",,
1,Adelaide International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2ac75146-6a1f-4b38-9c6d-27f6fe06c207/WTA-Tournament_Adelaide-2025.png?height=128,https://www.wtatennis.com/tournaments/2014/adelaide/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-12,2026-01-17,2026,1,Adelaide,CAN,,AU,AUS,036,009,,Oceania,Australasia,AUS,17.0,500.0,185500.0,32M/24Q/16D,Adelaide International,,63,4,15.75,8,2.0,Victoria Mboko,8.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/can.svg,F,W,"6-3, 6-1",https://www.wtatennis.com/players/331006/victoria-mboko,False,False,False,False,False,False,False,2,True,16,12,4,1,CA,CAN,124,019,America,Northern America,CAN,"6,3,None|6,1,None",,
2,Adelaide International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2ac75146-6a1f-4b38-9c6d-27f6fe06c207/WTA-Tournament_Adelaide-2025.png?height=128,https://www.wtatennis.com/tournaments/2014/adelaide/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-12,2026-01-17,2026,1,Adelaide,RUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,23.0,500.0,185500.0,32M/24Q/16D,Adelaide International,,63,4,15.75,8,2.0,Diana Shnaider,9.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/rus.svg,SF,W,"6-3, 6-2",https://www.wtatennis.com/players/330482/diana-shnaider,False,False,False,False,False,False,False,2,True,17,12,5,1,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,3,None|6,2,None",,
3,Adelaide International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2ac75146-6a1f-4b38-9c6d-27f6fe06c207/WTA-Tournament_Adelaide-2025.png?height=128,https://www.wtatennis.com/tournaments/2014/adelaide/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-12,2026-01-17,2026,1,Adelaide,AUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,32.0,500.0,185500.0,32M/24Q/16D,Adelaide International,,63,4,15.75,8,2.0,Maya Joint,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/aus.svg,QF,W,"6-2, 6-0",https://www.wtatennis.com/players/330544/maya-joint,False,False,False,False,False,False,False,2,True,14,12,2,1,AU,AUS,036,009,Oceania,Australasia,AUS,"6,2,None|6,0,None",,
4,Adelaide International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2ac75146-6a1f-4b38-9c6d-27f6fe06c207/WTA-Tournament_Adelaide-2025.png?height=128,https://www.wtatennis.com/tournaments/2014/adelaide/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-12,2026-01-17,2026,1,Adelaide,CZE,,AU,AUS,036,009,,Oceania,Australasia,AUS,45.0,500.0,185500.0,32M/24Q/16D,Adelaide International,,63,4,15.75,8,2.0,Marie Bouzkova,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,R16,W,"6-3, 6-1",https://www.wtatennis.com/players/320983/marie-bouzkova,False,False,False,False,False,False,False,2,True,16,12,4,1,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,3,None|6,1,None",,
5,Adelaide International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/2ac75146-6a1f-4b38-9c6d-27f6fe06c207/WTA-Tournament_Adelaide-2025.png?height=128,https://www.wtatennis.com/tournaments/2014/adelaide/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-12,2026-01-17,2026,1,Adelaide,,,AU,AUS,036,009,,Oceania,Australasia,AUS,,500.0,185500.0,32M/24Q/16D,Adelaide International,,63,4,15.75,8,2.0,,,,R32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Brisbane International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0cf338c-8e78-4f7f-816c-d0a252863119/WTA-Tournament_Brisbane-2025.png?height=128,https://www.wtatennis.com/tournaments/800/brisbane/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-04,2026-01-11,2026,1,Brisbane,UKR,,AU,AUS,036,009,,Oceania,Australasia,AUS,26.0,108.0,37640.0,64M/24Q/16D,Brisbane International,,81,3,27.0,8,2.6666666666666665,Marta Kostyuk,16.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ukr.svg,QF,L,"6-7 (7), 3-6",https://www.wtatennis.com/players/326482/marta-kostyuk,False,False,False,True,False,False,True,2,False,22,9,13,0,UA,UKR,804,150,Europe,Eastern Europe,UKR,"6,7,7|3,6,None",,
2,Brisbane International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0cf338c-8e78-4f7f-816c-d0a252863119/WTA-Tournament_Brisbane-2025.png?height=128,https://www.wtatennis.com/tournaments/800/brisbane/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-04,2026-01-11,2026,1,Brisbane,CZE,,AU,AUS,036,009,,Oceania,Australasia,AUS,12.0,108.0,37640.0,64M/24Q/16D,Brisbane International,,81,3,27.0,8,2.6666666666666665,Linda Noskova,9.0,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/cze.svg,R16,W,"5-7, 6-4, 7-5",https://www.wtatennis.com/players/329668/linda-noskova,False,False,False,False,False,False,False,3,False,34,18,16,1,CZ,CZE,203,150,Europe,Central Europe,CZE,"5,7,None|6,4,None|7,5,None",,
3,Brisbane International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0cf338c-8e78-4f7f-816c-d0a252863119/WTA-Tournament_Brisbane-2025.png?height=128,https://www.wtatennis.com/tournaments/800/brisbane/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-04,2026-01-11,2026,1,Brisbane,AUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,204.0,108.0,37640.0,64M/24Q/16D,Brisbane International,,81,3,27.0,8,2.6666666666666665,Olivia Gadecki,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/aus.svg,R32,W,"4-6, 6-1, 6-2",https://www.wtatennis.com/players/326653/olivia-gadecki,False,False,False,False,False,False,False,3,False,25,16,9,1,AU,AUS,036,009,Oceania,Australasia,AUS,"4,6,None|6,1,None|6,2,None",,
4,Brisbane International,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e0cf338c-8e78-4f7f-816c-d0a252863119/WTA-Tournament_Brisbane-2025.png?height=128,https://www.wtatennis.com/tournaments/800/brisbane/2026,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2026-01-04,2026-01-11,2026,1,Brisbane,,,AU,AUS,036,009,,Oceania,Australasia,AUS,,108.0,37640.0,64M/24Q/16D,Brisbane International,,81,3,27.0,8,2.6666666666666665,,,,R64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,2025 Aux · Ningbo Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e3b17e7f-021d-45b3-8b0a-b8e6d57aec1e/WTA-Tournamnet-Logo_Ningbo.png?height=128,https://www.wtatennis.com/tournaments/2092/ningbo/2025,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2025-10-13,2025-10-19,2025,10,Ningbo,CHN,,CN,CHN,156,142,,Asia,East Asia,CHN,219.0,1.0,15170.0,32M/24Q/16D,2025 Aux · Ningbo Open,,27,1,27.0,3,3.0,Lin Zhu,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/chn.svg,R16,L,"6-4, 3-6, 2-6",https://www.wtatennis.com/players/317306/lin-zhu,False,False,False,False,False,False,False,3,True,27,11,16,0,CN,CHN,156,142,Asia,East Asia,CHN,"6,4,None|3,6,None|2,6,None",,
2,2025 Aux · Ningbo Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/e3b17e7f-021d-45b3-8b0a-b8e6d57aec1e/WTA-Tournamnet-Logo_Ningbo.png?height=128,https://www.wtatennis.com/tournaments/2092/ningbo/2025,WTA 500,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/500k-tag.svg,2025-10-13,2025-10-19,2025,10,Ningbo,,,CN,CHN,156,142,,Asia,East Asia,CHN,,1.0,15170.0,32M/24Q/16D,2025 Aux · Ningbo Open,,27,1,27.0,3,3.0,,,,R32,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,Dongfeng · Voyah Wuhan Open 2025,https://photoresources.wtatennis.com/photo-resources/2026/04/16/63ef78ed-e027-4a3c-ba3b-2fb29fa7d08a/WTA-Tournament_Wuhan-2024.png?height=128,https://www.wtatennis.com/tournaments/1075/wuhan/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2025-10-06,2025-10-12,2025,10,Wuhan,GER,,CN,CHN,156,142,,Asia,East Asia,CHN,57.0,10.0,23450.0,64M/32Q/32D,Dongfeng · Voyah Wuhan Open 2025,,31,1,31.0,3,3.0,Laura Siegemund,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/ger.svg,R32,L,"7-6 (4), 3-6, 3-6",https://www.wtatennis.com/players/310926/laura-siegemund,False,False,False,True,False,False,True,3,True,31,13,18,0,DE,DEU,276,150,Europe,Central Europe,GER,"7,6,4|3,6,None|3,6,None",,
2,Dongfeng · Voyah Wuhan Open 2025,https://photoresources.wtatennis.com/photo-resources/2026/04/16/63ef78ed-e027-4a3c-ba3b-2fb29fa7d08a/WTA-Tournament_Wuhan-2024.png?height=128,https://www.wtatennis.com/tournaments/1075/wuhan/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2025-10-06,2025-10-12,2025,10,Wuhan,,,CN,CHN,156,142,,Asia,East Asia,CHN,,10.0,23450.0,64M/32Q/32D,Dongfeng · Voyah Wuhan Open 2025,,31,1,31.0,3,3.0,,,,R64,,Bye,,False,False,True,False,False,False,False,0,False,0,0,0,0,,,,,,,,,,
1,China Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/8f77c099-1d17-4cd7-aa46-7c21addc471f/WTA-Tournament_Beijing.png?height=128,https://www.wtatennis.com/tournaments/1020/beijing/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2025-09-24,2025-10-05,2025,9,Beijing,GBR,,CN,CHN,156,142,Britain|UK|Great Britain|United Kingdom,Asia,East Asia,CHN,81.0,120.0,103225.0,128M/48Q/32D,China Open,,65,3,21.666666666666668,7,2.3333333333333335,Sonay Kartal,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/gbr.svg,R16,L,"5-7, 6-2, 5-7",https://www.wtatennis.com/players/329918/sonay-kartal,False,False,False,False,False,False,False,3,False,32,16,16,0,GB,GBR,826,150,Europe,Northern Europe,ENG,"5,7,None|6,2,None|5,7,None",,
2,China Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/8f77c099-1d17-4cd7-aa46-7c21addc471f/WTA-Tournament_Beijing.png?height=128,https://www.wtatennis.com/tournaments/1020/beijing/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2025-09-24,2025-10-05,2025,9,Beijing,ESP,,CN,CHN,156,142,Kingdom of Spain,Asia,East Asia,CHN,48.0,120.0,103225.0,128M/48Q/32D,China Open,,65,3,21.666666666666668,7,2.3333333333333335,Jessica Bouzas Maneiro,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/esp.svg,R32,W,"6-4, 6-1",https://www.wtatennis.com/players/328139/jessica-bouzas-maneiro,False,False,False,False,False,False,False,2,True,17,12,5,1,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,4,None|6,1,None",,
3,China Open,https://photoresources.wtatennis.com/photo-resources/2026/04/16/8f77c099-1d17-4cd7-aa46-7c21addc471f/WTA-Tournament_Beijing.png?height=128,https://www.wtatennis.com/tournaments/1020/beijing/2025,WTA 1000,Hard,https://www.wtatennis.com/resources/v7.46.6/i/elements/1000k-tag.svg,2025-09-24,2025-10-05,2025,9,Beijing,CHN,,CN,CHN,156,142,,Asia,East Asia,CHN,253.0,120.0,103225.0,128M/48Q/32D,China Open,,65,3,21.666666666666668,7,2.3333333333333335,Lin Zhu,,https://www.wtatennis.com/resources/v7.46.6/i/elements/flags/chn.svg,R64,W,"6-2, 6-2",https://www.wtatennis.com/players/317306/lin-zhu,False,False,False,False,False,False,False,2,True,16,12,4,1,CN,CHN,156,142,Asia,East Asia,CHN,"6,2,None|6,2,None",,
