id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,entry_type,points_gain,prize_money,draw,custom_title,alt_titles,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score
1,Chennai Open,,https://www.wtatennis.com/tournaments/2078/chennai/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-12,2022-09-18,2022,9,Chennai,ARG,,IN,IND,356,142,,Asia,South Asia,IND,298.0,W,60.0,6200.0,32M/24Q/16D,Chennai Open,,Nadia Podoroska,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/arg.svg,Quarterfinals,L,"6-1, 4-6, 2-6",https://www.wtatennis.com/players/319112/nadia-podoroska,False,False,False,False,False,False,False,3,True,25,12,13,AR,ARG,032,019,America,Southern South America,ARG,"6,1,None|4,6,None|2,6,None"
2,Chennai Open,,https://www.wtatennis.com/tournaments/2078/chennai/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-12,2022-09-18,2022,9,Chennai,IND,,IN,IND,356,142,,Asia,South Asia,IND,359.0,W,60.0,6200.0,32M/24Q/16D,Chennai Open,,Karman Thandi,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ind.svg,Round of 16,W,"6-2, 7-6 (2)",https://www.wtatennis.com/players/323593/karman-thandi,False,False,False,False,True,False,True,2,True,21,13,8,IN,IND,356,142,Asia,South Asia,IND,"6,2,None|7,6,2"
3,Chennai Open,,https://www.wtatennis.com/tournaments/2078/chennai/2022,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2022-09-12,2022-09-18,2022,9,Chennai,SUI,,IN,IND,356,142,,Asia,South Asia,IND,167.0,W,60.0,6200.0,32M/24Q/16D,Chennai Open,,Joanne Zuger,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/sui.svg,Round of 32,W,"7-6 (4), 6-2",https://www.wtatennis.com/players/324411/joanne-zuger,False,False,False,True,False,False,True,2,True,21,13,8,CH,CHE,756,150,Europe,Central Europe,SUI,"7,6,4|6,2,None"
1,Us Open,,https://www.wtatennis.com/tournaments/905/us-open/2022,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2022-08-29,2022-09-11,2022,8,New York,CZE,NY,US,USA,840,019,,America,Northern America,USA,109.0,,20.0,33600.0,128M/128Q/64D,Us Open,,Linda Noskova,4.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cze.svg,Qualifying R2 Qual. R2,L,"2-6, 3-6",https://www.wtatennis.com/players/329668/linda-noskova,False,False,False,False,False,False,False,2,False,17,5,12,CZ,CZE,203,150,Europe,Central Europe,CZE,"2,6,None|3,6,None"
2,Us Open,,https://www.wtatennis.com/tournaments/905/us-open/2022,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2022-08-29,2022-09-11,2022,8,New York,JPN,NY,US,USA,840,019,,America,Northern America,USA,196.0,,20.0,33600.0,128M/128Q/64D,Us Open,,Yuki Naito,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/jpn.svg,Qualifying R1 Qual. R1,W,"6-3, 6-3",https://www.wtatennis.com/players/326235/yuki-naito,False,False,False,False,False,False,False,2,True,18,12,6,JP,JPN,392,142,Asia,East Asia,JPN,"6,3,None|6,3,None"
1,Odlum Brown Vanopen,,https://www.wtatennis.com/tournaments/2064/vancouver-125/2022,WTA 125,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2022-08-14,2022-08-21,2022,8,Vancouver,NED,,CA,CAN,124,019,,America,Northern America,CAN,166.0,W,,1250.0,32M/16Q/16D,Odlum Brown Vanopen,,Arianne Hartono,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ned.svg,Round of 32,L,"2-6, 2-6",https://www.wtatennis.com/players/323451/arianne-hartono,False,False,False,False,False,False,False,2,False,16,4,12,NL,NLD,528,150,Europe,Western Europe,NED,"2,6,None|2,6,None"
1,Abierto Gnp Seguros,,https://www.wtatennis.com/tournaments/1039/monterrey/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-15,2021-03-21,2021,3,Monterrey,CHN,,MX,MEX,484,019,,America,Central America,MEX,101.0,S,1.0,2675.0,32M/32Q/16D,Abierto Gnp Seguros,,Lin Zhu,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Round of 32,L,"5-7, 6-7 (3)",https://www.wtatennis.com/players/317306/lin-zhu,False,False,False,False,True,False,True,2,False,25,11,14,CN,CHN,156,142,Asia,East Asia,CHN,"5,7,None|6,7,3"
1,Abierto Zapopan 2021,,https://www.wtatennis.com/tournaments/2002/guadalajara/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-08,2021-03-13,2021,3,Guadalajara,ESP,,MX,MEX,484,019,Kingdom of Spain,America,Central America,MEX,71.0,W,180.0,16398.0,32M/32Q/16D,Abierto Zapopan 2021,,Sara Sorribes Tormo,4.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Finals,L,"2-6, 5-7",https://www.wtatennis.com/players/318872/sara-sorribes-tormo,False,False,False,False,False,False,False,2,False,20,7,13,ES,ESP,724,150,Europe,Southern Europe,ESP,"2,6,None|5,7,None"
2,Abierto Zapopan 2021,,https://www.wtatennis.com/tournaments/2002/guadalajara/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-08,2021-03-13,2021,3,Guadalajara,ITA,,MX,MEX,484,019,,America,Central America,MEX,134.0,W,180.0,16398.0,32M/32Q/16D,Abierto Zapopan 2021,,Elisabetta Cocciaretto,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Semifinals,W,"6-2, 7-6 (2)",https://www.wtatennis.com/players/327909/elisabetta-cocciaretto,False,False,False,False,True,False,True,2,True,21,13,8,IT,ITA,380,150,Europe,Southern Europe,ITA,"6,2,None|7,6,2"
3,Abierto Zapopan 2021,,https://www.wtatennis.com/tournaments/2002/guadalajara/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-08,2021-03-13,2021,3,Guadalajara,USA,,MX,MEX,484,019,United States of America|America|USA|US,America,Central America,MEX,120.0,W,180.0,16398.0,32M/32Q/16D,Abierto Zapopan 2021,,Caty Mcnally,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Quarterfinals,W,"6-4, 6-3",https://www.wtatennis.com/players/325725/caty-mcnally,False,False,False,False,False,False,False,2,True,19,12,7,US,USA,840,019,America,Northern America,USA,"6,4,None|6,3,None"
4,Abierto Zapopan 2021,,https://www.wtatennis.com/tournaments/2002/guadalajara/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-08,2021-03-13,2021,3,Guadalajara,SLO,,MX,MEX,484,019,,America,Central America,MEX,91.0,W,180.0,16398.0,32M/32Q/16D,Abierto Zapopan 2021,,Kaja Juvan,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/slo.svg,Round of 16,W,"6-4, 6-3",https://www.wtatennis.com/players/324702/kaja-juvan,False,False,False,False,False,False,False,2,True,19,12,7,,,,,,,SLO,"6,4,None|6,3,None"
5,Abierto Zapopan 2021,,https://www.wtatennis.com/tournaments/2002/guadalajara/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-08,2021-03-13,2021,3,Guadalajara,USA,,MX,MEX,484,019,United States of America|America|USA|US,America,Central America,MEX,154.0,W,180.0,16398.0,32M/32Q/16D,Abierto Zapopan 2021,,Caroline Dolehide,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"3-6, 6-1, 6-3",https://www.wtatennis.com/players/322052/caroline-dolehide,False,False,False,False,False,False,False,3,False,25,15,10,US,USA,840,019,America,Northern America,USA,"3,6,None|6,1,None|6,3,None"
1,Open 6Ème Sens Métropole De Lyon,,https://www.wtatennis.com/tournaments/2011/lyon/2021,WTA 250,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2021-03-01,2021-03-07,2021,3,Lyon,BLR,,FR,FRA,250,150,,Europe,Western Europe,FRA,96.0,W,1.0,2675.0,32M/32Q/16D,Open 6Ème Sens Métropole De Lyon,,Aliaksandra Sasnovich,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Round of 32,L,"6-7 (7), 2-6",https://www.wtatennis.com/players/317790/aliaksandra-sasnovich,False,False,False,True,False,False,True,2,False,21,8,13,BY,BLR,112,150,Europe,Eastern Europe,BLR,"6,7,7|2,6,None"
1,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2021,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2021-02-08,2021-02-20,2021,2,Melbourne,CHN,,AU,AUS,036,009,,Oceania,Australasia,AUS,232.0,,20.0,23993.0,128M/128Q/64D,Australian Open,,Yue Yuan,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Qualifying R2 Qual. R2,L,"2-6, 4-6",https://www.wtatennis.com/players/324325/yue-yuan,False,False,False,False,False,False,False,2,False,18,6,12,CN,CHN,156,142,Asia,East Asia,CHN,"2,6,None|4,6,None"
2,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2021,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2021-02-08,2021-02-20,2021,2,Melbourne,AUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,326.0,,20.0,23993.0,128M/128Q/64D,Australian Open,,Abbie Myers,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R1 Qual. R1,W,"6-2, 6-3",https://www.wtatennis.com/players/317914/abbie-myers,False,False,False,False,False,False,False,2,True,17,12,5,AU,AUS,036,009,Oceania,Australasia,AUS,"6,2,None|6,3,None"
1,"Itf/Usta $80,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2020-10-20,2020-10-24,2020,10,,USA,,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,325.0,,,407.0,32M/32Q/16D,"Itf/Usta $80,000",,Katie Volynets,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R2 Qual. R2,L,"4-6, 0-3",https://www.wtatennis.com/players/327391/katie-volynets,True,False,False,False,False,False,False,2,False,13,4,9,US,USA,840,019,America,Northern America,USA,"4,6,None|0,3,None|Ret"
2,"Itf/Usta $80,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2020-10-20,2020-10-24,2020,10,,USA,,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,291.0,,,407.0,32M/32Q/16D,"Itf/Usta $80,000",,Alexa Glatch,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"6-2, 6-2",https://www.wtatennis.com/players/312214/alexa-glatch,False,False,False,False,False,False,False,2,True,16,12,4,US,USA,840,019,America,Northern America,USA,"6,2,None|6,2,None"
1,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2020,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-09-27,2020-10-10,2020,9,Paris,POL,,FR,FRA,250,150,,Europe,Western Europe,FRA,54.0,W,130.0,139267.0,128M/128Q/64D,Roland Garros,,Iga Swiatek,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/pol.svg,Round of 32,L,"3-6, 2-6",https://www.wtatennis.com/players/326408/iga-swiatek,False,False,False,False,False,False,False,2,False,17,5,12,PL,POL,616,150,Europe,Central Europe,POL,"3,6,None|2,6,None"
2,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2020,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-09-27,2020-10-10,2020,9,Paris,AUS,,FR,FRA,250,150,,Europe,Western Europe,FRA,788.0,W,130.0,139267.0,128M/128Q/64D,Roland Garros,,Daria Saville,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Round of 64,W,"5-7, 6-4, 6-3",https://www.wtatennis.com/players/315997/daria-saville,False,False,False,False,False,False,False,3,False,31,17,14,AU,AUS,036,009,Oceania,Australasia,AUS,"5,7,None|6,4,None|6,3,None"
3,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2020,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-09-27,2020-10-10,2020,9,Paris,RUS,,FR,FRA,250,150,,Europe,Western Europe,FRA,108.0,W,130.0,139267.0,128M/128Q/64D,Roland Garros,,Anna Kalinskaya,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 128,W,"6-4, 6-4",https://www.wtatennis.com/players/323942/anna-kalinskaya,False,False,False,False,False,False,False,2,True,20,12,8,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,4,None|6,4,None"
1,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,ROU,,TR,TUR,792,142,,Asia,Western Asia,TUR,88.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Patricia Maria Tig,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rou.svg,Finals,L,"6-2, 1-6, 6-7 (4)",https://www.wtatennis.com/players/317171/patricia-maria-tig,False,False,False,False,False,True,True,3,True,28,13,15,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"6,2,None|1,6,None|6,7,4"
2,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,ESP,,TR,TUR,792,142,Kingdom of Spain,Asia,Western Asia,TUR,94.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Paula Badosa,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Semifinals,W,"6-3, 6-2",https://www.wtatennis.com/players/320124/paula-badosa,False,False,False,False,False,False,False,2,True,17,12,5,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,3,None|6,2,None"
3,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,MNE,,TR,TUR,792,142,,Asia,Western Asia,TUR,92.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Danka Kovinic,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mne.svg,Quarterfinals,W,"3-6, 6-4, 7-5",https://www.wtatennis.com/players/317684/danka-kovinic,False,False,False,False,False,False,False,3,False,31,16,15,ME,MNE,499,150,Europe,Southeastern Europe,MNE,"3,6,None|6,4,None|7,5,None"
4,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,RUS,,TR,TUR,792,142,,Asia,Western Asia,TUR,34.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Svetlana Kuznetsova,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 16,W,"7-6 (3), 6-7 (5), 6-2",https://www.wtatennis.com/players/110552/svetlana-kuznetsova,False,False,False,True,True,False,True,3,True,34,19,15,RU,RUS,643,150,Europe,Eastern Europe,RUS,"7,6,3|6,7,5|6,2,None"
5,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,BUL,,TR,TUR,792,142,,Asia,Western Asia,TUR,133.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Viktoriya Tomova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/bul.svg,Round of 32,W,"6-2, 6-4",https://www.wtatennis.com/players/317584/viktoriya-tomova,False,False,False,False,False,False,False,2,True,18,12,6,BG,BGR,100,150,Europe,Southeastern Europe,BUL,"6,2,None|6,4,None"
6,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,SUI,,TR,TUR,792,142,,Asia,Western Asia,TUR,148.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Leonie Kung,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/sui.svg,Qualifying R2 Qual. R2,W,"6-4, 6-4",https://www.wtatennis.com/players/324028/leonie-kung,False,False,False,False,False,False,False,2,True,20,12,8,CH,CHE,756,150,Europe,Central Europe,SUI,"6,4,None|6,4,None"
7,Teb Bnp Paribas Tennis Championship Istanbul,,https://www.wtatennis.com/tournaments/2020/istanbul/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-09-08,2020-09-13,2020,9,Istanbul,SRB,,TR,TUR,792,142,,Asia,Western Asia,TUR,230.0,Q,198.0,14000.0,32M/16Q/16D,Teb Bnp Paribas Tennis Championship Istanbul,,Ivana Jorovic,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/srb.svg,Qualifying R1 Qual. R1,W,"6-2, 7-6 (9)",https://www.wtatennis.com/players/320360/ivana-jorovic,False,False,False,False,True,False,True,2,True,21,13,8,RS,SRB,688,150,Europe,Southeastern Europe,SRB,"6,2,None|7,6,9"
1,Prague Open,,https://www.wtatennis.com/tournaments/2023/prague-125k/2020,125K,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2020-08-29,2020-09-06,2020,8,Prague,MEX,,CZ,CZE,203,150,United States of Mexico|United Mexican States,Europe,Central Europe,CZE,191.0,,,11000.0,128M/0Q/32D,Prague Open,,Renata Zarazua,30.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/mex.svg,Round of 128,L,"0-6, 6-7 (5)",https://www.wtatennis.com/players/320716/renata-zarazua,False,False,False,False,True,False,True,2,False,19,6,13,MX,MEX,484,019,America,Central America,MEX,"0,6,None|6,7,5"
1,Prague Open,,https://www.wtatennis.com/tournaments/1082/prague/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-08-10,2020-08-16,2020,8,Prague,BEL,,CZ,CZE,203,150,,Europe,Central Europe,CZE,23.0,W,60.0,5000.0,32M/32Q/16D,Prague Open,,Elise Mertens,3.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/bel.svg,Quarterfinals,L,"4-6, 6-1, 4-6",https://www.wtatennis.com/players/317964/elise-mertens,False,False,False,False,False,False,False,3,False,27,14,13,BE,BEL,056,150,Europe,Western Europe,BEL,"4,6,None|6,1,None|4,6,None"
2,Prague Open,,https://www.wtatennis.com/tournaments/1082/prague/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-08-10,2020-08-16,2020,8,Prague,SLO,,CZ,CZE,203,150,,Europe,Central Europe,CZE,72.0,W,60.0,5000.0,32M/32Q/16D,Prague Open,,Tamara Zidansek,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/slo.svg,Round of 16,W,"7-6 (2), 6-7 (2), 6-2",https://www.wtatennis.com/players/323079/tamara-zidansek,False,False,False,True,True,False,True,3,True,34,19,15,,,,,,,SLO,"7,6,2|6,7,2|6,2,None"
3,Prague Open,,https://www.wtatennis.com/tournaments/1082/prague/2020,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2020-08-10,2020-08-16,2020,8,Prague,RUS,,CZ,CZE,203,150,,Europe,Central Europe,CZE,40.0,W,60.0,5000.0,32M/32Q/16D,Prague Open,,Veronika Kudermetova,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 32,W,"6-0, 6-3",https://www.wtatennis.com/players/319526/veronika-kudermetova,False,False,False,False,False,False,False,2,True,15,12,3,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,0,None|6,3,None"
1,Oracle Challenger Series,,https://www.wtatennis.com/tournaments/1102/newport-beach/2020,125K,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/125k-tag.svg,2020-01-27,2020-02-02,2020,1,Newport Beach,USA,CA,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,299.0,,1.0,1130.0,64M/4Q/16D,Oracle Challenger Series,,Alexa Glatch,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 64,L,"1-6, 2-6",https://www.wtatennis.com/players/312214/alexa-glatch,False,False,False,False,False,False,False,2,False,15,3,12,US,USA,840,019,America,Northern America,USA,"1,6,None|2,6,None"
1,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,ITA,,AU,AUS,036,009,,Oceania,Australasia,AUS,154.0,,30.0,34641.0,128M/128Q/64D,Australian Open,,Martina Trevisan,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Qualifying R3 Qual. R3,L,"4-6, 3-6",https://www.wtatennis.com/players/316266/martina-trevisan,False,False,False,False,False,False,False,2,False,19,7,12,IT,ITA,380,150,Europe,Southern Europe,ITA,"4,6,None|3,6,None"
2,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,AUS,,AU,AUS,036,009,,Oceania,Australasia,AUS,130.0,,30.0,34641.0,128M/128Q/64D,Australian Open,,Maddison Inglis,21.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R2 Qual. R2,W,"6-3, 6-1",https://www.wtatennis.com/players/321179/maddison-inglis,False,False,False,False,False,False,False,2,True,16,12,4,AU,AUS,036,009,Oceania,Australasia,AUS,"6,3,None|6,1,None"
3,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2020,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2020-01-20,2020-02-02,2020,1,Melbourne,CHN,,AU,AUS,036,009,,Oceania,Australasia,AUS,211.0,,30.0,34641.0,128M/128Q/64D,Australian Open,,Xiaodi You,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Qualifying R1 Qual. R1,W,"4-6, 7-6 (4), 6-1",https://www.wtatennis.com/players/322451/xiaodi-you,False,False,False,False,True,False,True,3,False,30,17,13,CN,CHN,156,142,Asia,East Asia,CHN,"4,6,None|7,6,4|6,1,None"
